is_admin,id,score,created_at,surveyed_at,sessions,messages
0,121006,7,2018-02-27T04:25:55Z,2018-03-27T04:25:55Z,26,104
0,120415,7,2018-02-27T04:36:16Z,2018-03-27T04:36:16Z,3,7
1,112858,10,2018-02-27T05:00:21Z,2018-03-27T05:00:21Z,29,56
0,120573,7,2018-02-27T05:03:50Z,2018-03-27T05:03:50Z,4,17
0,118872,5,2018-02-27T05:33:08Z,2018-03-27T05:33:08Z,4,10
1,113848,10,2018-02-27T05:33:25Z,2018-03-27T05:33:25Z,20,71
0,119394,2,2018-02-27T05:54:18Z,2018-03-27T05:54:18Z,8,20
1,112743,10,2018-02-27T05:58:31Z,2018-03-27T05:58:31Z,3,11
0,121851,8,2018-02-27T08:02:38Z,2018-03-27T08:02:38Z,4,10
1,113726,10,2018-02-27T09:11:59Z,2018-03-27T09:11:59Z,6,12
0,123790,7,2018-02-27T09:53:46Z,2018-03-27T09:53:46Z,25,59
0,121453,7,2018-02-27T09:55:50Z,2018-03-27T09:55:50Z,78,176
0,119723,1,2018-02-27T11:02:11Z,2018-03-27T11:02:11Z,12,31
0,121235,8,2018-02-27T12:23:51Z,2018-03-27T12:23:51Z,9,35
0,124799,7,2018-02-27T12:41:58Z,2018-03-27T12:41:58Z,16,44
1,113908,9,2018-02-27T14:29:18Z,2018-03-27T14:29:18Z,3,7
0,122242,8,2018-02-27T14:46:35Z,2018-03-27T14:46:35Z,41,114
0,118877,2,2018-02-27T15:02:02Z,2018-03-27T15:02:02Z,146,802
0,117299,10,2018-02-27T15:30:07Z,2018-03-27T15:30:07Z,7,19
0,119777,3,2018-02-27T15:36:02Z,2018-03-27T15:36:02Z,60,148
1,116329,3,2018-02-27T15:56:36Z,2018-03-27T15:56:36Z,14,33
0,124980,8,2018-02-27T16:46:30Z,2018-03-27T16:46:30Z,7,18
1,113412,10,2018-02-27T17:10:49Z,2018-03-27T17:10:49Z,4,7
0,124046,8,2018-02-27T17:20:12Z,2018-03-27T17:20:12Z,31,99
0,122198,8,2018-02-27T17:37:02Z,2018-03-27T17:37:02Z,18,75
1,115400,5,2018-02-27T17:59:18Z,2018-03-27T17:59:18Z,17,44
0,123610,7,2018-02-27T18:39:11Z,2018-03-27T18:39:11Z,50,70
0,121551,7,2018-02-27T20:46:29Z,2018-03-27T20:46:29Z,9,39
1,115940,3,2018-02-27T20:56:30Z,2018-03-27T20:56:30Z,3,8
0,121570,7,2018-02-27T21:30:24Z,2018-03-27T21:30:24Z,61,112
1,114958,3,2018-02-27T21:44:07Z,2018-03-27T21:44:07Z,110,183
1,112813,10,2018-02-27T22:12:34Z,2018-03-27T22:12:34Z,45,190
1,115564,2,2018-02-27T22:20:19Z,2018-03-27T22:20:19Z,26,44
1,115214,5,2018-02-27T22:24:15Z,2018-03-27T22:24:15Z,5,16
1,114145,9,2018-02-27T22:42:17Z,2018-03-27T22:42:17Z,3,4
0,120406,8,2018-02-27T23:00:01Z,2018-03-27T23:00:01Z,28,80
1,116312,0,2018-02-27T23:16:23Z,2018-03-27T23:16:23Z,5,19
0,116622,10,2018-02-28T00:03:14Z,2018-03-28T00:03:14Z,13,40
0,117562,10,2018-02-28T00:32:16Z,2018-03-28T00:32:16Z,25,39
1,113584,9,2018-02-28T02:04:55Z,2018-03-28T02:04:55Z,15,39
0,121262,7,2018-02-28T02:11:21Z,2018-03-28T02:11:21Z,8,19
1,114818,10,2018-02-28T04:04:44Z,2018-03-28T04:04:44Z,29,113
1,116500,7,2018-02-28T04:42:53Z,2018-03-28T04:42:53Z,67,130
0,122952,8,2018-02-28T05:32:54Z,2018-03-28T05:32:54Z,10,34
0,120916,8,2018-02-28T06:08:32Z,2018-03-28T06:08:32Z,9,37
1,116340,4,2018-02-28T06:30:38Z,2018-03-28T06:30:38Z,5,16
0,122342,8,2018-02-28T07:21:30Z,2018-03-28T07:21:30Z,4,9
0,118892,6,2018-02-28T08:55:15Z,2018-03-28T08:55:15Z,142,569
0,120594,7,2018-02-28T09:09:10Z,2018-03-28T09:09:10Z,55,73
0,118750,5,2018-02-28T09:13:54Z,2018-03-28T09:13:54Z,3,10
0,117691,9,2018-02-28T09:40:42Z,2018-03-28T09:40:42Z,7,17
0,123887,8,2018-02-28T10:09:03Z,2018-03-28T10:09:03Z,18,54
0,119038,5,2018-02-28T10:49:08Z,2018-03-28T10:49:08Z,19,64
1,115418,3,2018-02-28T11:31:59Z,2018-03-28T11:31:59Z,62,280
0,125825,7,2018-02-28T11:43:39Z,2018-03-28T11:43:39Z,40,57
1,113688,9,2018-02-28T11:46:47Z,2018-03-28T11:46:47Z,3,11
0,120451,8,2018-02-28T12:16:50Z,2018-03-28T12:16:50Z,62,101
1,113944,9,2018-02-28T12:37:19Z,2018-03-28T12:37:19Z,4,6
0,118992,2,2018-02-28T12:42:33Z,2018-03-28T12:42:33Z,16,76
0,125465,8,2018-02-28T12:47:09Z,2018-03-28T12:47:09Z,5,17
0,124442,7,2018-02-28T12:55:38Z,2018-03-28T12:55:38Z,8,13
0,119316,5,2018-02-28T12:56:31Z,2018-03-28T12:56:31Z,5,15
1,113098,9,2018-02-28T14:17:40Z,2018-03-28T14:17:40Z,4,12
1,115785,1,2018-02-28T14:18:12Z,2018-03-28T14:18:12Z,140,274
0,124006,7,2018-02-28T14:18:40Z,2018-03-28T14:18:40Z,3,10
0,124738,8,2018-02-28T14:59:50Z,2018-03-28T14:59:50Z,14,43
1,113933,9,2018-02-28T15:25:33Z,2018-03-28T15:25:33Z,7,12
1,112397,9,2018-02-28T15:53:14Z,2018-03-28T15:53:14Z,16,47
0,117178,10,2018-02-28T16:00:43Z,2018-03-28T16:00:43Z,48,41
0,123052,8,2018-02-28T16:07:09Z,2018-03-28T16:07:09Z,4,12
1,112512,9,2018-02-28T16:24:49Z,2018-03-28T16:24:49Z,145,507
1,113882,10,2018-02-28T17:37:12Z,2018-03-28T17:37:12Z,80,291
0,123475,7,2018-02-28T19:26:28Z,2018-03-28T19:26:28Z,61,235
0,121720,7,2018-02-28T19:29:30Z,2018-03-28T19:29:30Z,81,265
1,113107,10,2018-02-28T19:55:37Z,2018-03-28T19:55:37Z,24,99
0,119326,3,2018-02-28T20:06:09Z,2018-03-28T20:06:09Z,36,106
1,115808,3,2018-02-28T21:05:47Z,2018-03-28T21:05:47Z,16,54
1,116276,0,2018-02-28T21:20:47Z,2018-03-28T21:20:47Z,24,101
0,117287,9,2018-02-28T21:52:58Z,2018-03-28T21:52:58Z,4,7
0,120794,7,2018-02-28T22:07:10Z,2018-03-28T22:07:10Z,78,232
1,114404,10,2018-02-28T22:28:38Z,2018-03-28T22:28:38Z,6,7
0,119677,5,2018-02-28T23:11:39Z,2018-03-28T23:11:39Z,23,106
1,114349,9,2018-02-28T23:29:54Z,2018-03-28T23:29:54Z,59,179
0,134684,6,2018-03-01T00:14:22Z,2018-04-01T00:14:22Z,125,417
0,135570,1,2018-03-01T00:25:47Z,2018-04-01T00:25:47Z,21,105
0,136182,1,2018-03-01T01:24:34Z,2018-04-01T01:24:34Z,20,47
0,136999,5,2018-03-01T02:53:39Z,2018-04-01T02:53:39Z,19,33
0,135737,0,2018-03-01T03:29:09Z,2018-04-01T03:29:09Z,23,130
0,139379,8,2018-03-01T04:03:06Z,2018-04-01T04:03:06Z,143,100
0,135165,4,2018-03-01T04:35:46Z,2018-04-01T04:35:46Z,7,22
0,131616,10,2018-03-01T04:37:22Z,2018-04-01T04:37:22Z,39,72
1,127740,10,2018-03-01T06:21:24Z,2018-04-01T06:21:24Z,10,29
0,140254,7,2018-03-01T07:30:34Z,2018-04-01T07:30:34Z,3,10
1,126521,9,2018-03-01T07:59:14Z,2018-04-01T07:59:14Z,12,34
0,136293,0,2018-03-01T08:06:10Z,2018-04-01T08:06:10Z,100,312
0,133131,10,2018-03-01T08:53:21Z,2018-04-01T08:53:21Z,24,73
1,125940,10,2018-03-01T09:50:26Z,2018-04-01T09:50:26Z,41,189
0,131318,9,2018-03-01T10:06:04Z,2018-04-01T10:06:04Z,37,199
0,140021,7,2018-03-01T11:12:58Z,2018-04-01T11:12:58Z,9,30
1,128862,10,2018-03-01T11:26:46Z,2018-04-01T11:26:46Z,9,19
0,137218,3,2018-03-01T13:13:41Z,2018-04-01T13:13:41Z,53,72
0,135475,2,2018-03-01T13:19:30Z,2018-04-01T13:19:30Z,98,214
0,135441,2,2018-03-01T15:17:30Z,2018-04-01T15:17:30Z,34,43
0,137994,1,2018-03-01T15:18:13Z,2018-04-01T15:18:13Z,4,10
0,138164,7,2018-03-01T15:25:43Z,2018-04-01T15:25:43Z,7,17
0,132209,10,2018-03-01T15:52:46Z,2018-04-01T15:52:46Z,75,226
0,135578,2,2018-03-01T16:36:01Z,2018-04-01T16:36:01Z,49,110
0,134259,2,2018-03-01T16:52:16Z,2018-04-01T16:52:16Z,18,62
0,132801,9,2018-03-01T17:01:40Z,2018-04-01T17:01:40Z,97,279
1,126681,10,2018-03-01T17:15:33Z,2018-04-01T17:15:33Z,16,52
0,135589,4,2018-03-01T17:54:24Z,2018-04-01T17:54:24Z,10,35
0,137170,4,2018-03-01T18:03:41Z,2018-04-01T18:03:41Z,57,90
0,139875,7,2018-03-01T18:08:14Z,2018-04-01T18:08:14Z,99,121
0,135786,3,2018-03-01T18:50:49Z,2018-04-01T18:50:49Z,4,13
0,135042,6,2018-03-01T19:57:27Z,2018-04-01T19:57:27Z,3,12
0,138925,8,2018-03-01T20:05:27Z,2018-04-01T20:05:27Z,65,162
1,129102,3,2018-03-01T20:08:10Z,2018-04-01T20:08:10Z,6,15
0,135836,3,2018-03-01T21:11:04Z,2018-04-01T21:11:04Z,5,20
0,135191,5,2018-03-01T21:21:10Z,2018-04-01T21:21:10Z,9,18
0,140414,8,2018-03-01T22:35:54Z,2018-04-01T22:35:54Z,8,43
0,138372,8,2018-03-01T23:26:19Z,2018-04-01T23:26:19Z,71,132
1,126815,10,2018-03-02T00:13:01Z,2018-04-02T00:13:01Z,9,31
1,128514,10,2018-03-02T00:35:43Z,2018-04-02T00:35:43Z,4,12
0,131532,9,2018-03-02T00:43:37Z,2018-04-02T00:43:37Z,34,174
1,128291,10,2018-03-02T00:48:06Z,2018-04-02T00:48:06Z,11,50
1,127267,9,2018-03-02T01:11:28Z,2018-04-02T01:11:28Z,13,61
0,139389,8,2018-03-02T01:40:56Z,2018-04-02T01:40:56Z,50,72
0,136459,0,2018-03-02T02:15:22Z,2018-04-02T02:15:22Z,13,26
0,139925,7,2018-03-02T05:22:04Z,2018-04-02T05:22:04Z,21,70
0,139113,8,2018-03-02T05:31:51Z,2018-04-02T05:31:51Z,92,268
1,127722,9,2018-03-02T05:34:08Z,2018-04-02T05:34:08Z,6,24
0,133990,10,2018-03-02T05:50:15Z,2018-04-02T05:50:15Z,3,6
0,139588,7,2018-03-02T05:59:20Z,2018-04-02T05:59:20Z,20,87
1,129530,0,2018-03-02T06:48:57Z,2018-04-02T06:48:57Z,8,21
0,136466,1,2018-03-02T07:22:56Z,2018-04-02T07:22:56Z,75,182
0,134899,4,2018-03-02T07:29:32Z,2018-04-02T07:29:32Z,71,278
0,131621,10,2018-03-02T07:30:54Z,2018-04-02T07:30:54Z,38,72
0,133614,10,2018-03-02T07:38:41Z,2018-04-02T07:38:41Z,9,32
0,136177,6,2018-03-02T07:46:40Z,2018-04-02T07:46:40Z,91,451
1,129986,2,2018-03-02T07:48:55Z,2018-04-02T07:48:55Z,8,23
1,128483,10,2018-03-02T07:53:21Z,2018-04-02T07:53:21Z,69,205
0,134124,9,2018-03-02T08:46:30Z,2018-04-02T08:46:30Z,137,437
0,139225,7,2018-03-02T09:29:46Z,2018-04-02T09:29:46Z,6,18
0,132056,10,2018-03-02T11:11:30Z,2018-04-02T11:11:30Z,27,72
0,133491,9,2018-03-02T11:46:05Z,2018-04-02T11:46:05Z,3,12
0,130746,10,2018-03-02T11:48:59Z,2018-04-02T11:48:59Z,20,53
1,129087,9,2018-03-02T13:42:51Z,2018-04-02T13:42:51Z,11,45
0,134025,10,2018-03-02T13:51:00Z,2018-04-02T13:51:00Z,8,22
1,129206,1,2018-03-02T13:59:50Z,2018-04-02T13:59:50Z,85,289
1,128844,10,2018-03-02T14:21:03Z,2018-04-02T14:21:03Z,7,32
0,135185,0,2018-03-02T14:59:51Z,2018-04-02T14:59:51Z,72,327
0,135800,5,2018-03-02T15:14:06Z,2018-04-02T15:14:06Z,50,90
1,126418,9,2018-03-02T15:21:55Z,2018-04-02T15:21:55Z,3,11
0,139983,8,2018-03-02T15:42:45Z,2018-04-02T15:42:45Z,5,11
0,137517,0,2018-03-02T16:11:40Z,2018-04-02T16:11:40Z,14,65
0,137564,0,2018-03-02T16:16:03Z,2018-04-02T16:16:03Z,115,267
0,139853,7,2018-03-02T16:35:05Z,2018-04-02T16:35:05Z,37,93
1,129129,2,2018-03-02T16:50:54Z,2018-04-02T16:50:54Z,25,80
0,140164,7,2018-03-02T17:11:25Z,2018-04-02T17:11:25Z,14,46
0,133298,9,2018-03-02T17:17:41Z,2018-04-02T17:17:41Z,14,50
0,133061,10,2018-03-02T17:46:04Z,2018-04-02T17:46:04Z,8,21
1,128979,9,2018-03-02T18:51:28Z,2018-04-02T18:51:28Z,3,9
0,134720,4,2018-03-02T18:58:18Z,2018-04-02T18:58:18Z,60,128
0,131594,9,2018-03-02T19:39:11Z,2018-04-02T19:39:11Z,45,75
0,132769,9,2018-03-02T19:46:42Z,2018-04-02T19:46:42Z,30,42
0,131250,10,2018-03-02T20:25:08Z,2018-04-02T20:25:08Z,106,259
1,130272,1,2018-03-02T20:41:30Z,2018-04-02T20:41:30Z,28,56
0,138641,7,2018-03-02T22:41:46Z,2018-04-02T22:41:46Z,123,368
1,128445,9,2018-03-02T23:13:33Z,2018-04-02T23:13:33Z,3,11
0,137825,3,2018-03-02T23:13:44Z,2018-04-02T23:13:44Z,5,12
0,139451,8,2018-03-02T23:42:15Z,2018-04-02T23:42:15Z,12,54
1,126018,9,2018-03-02T23:53:40Z,2018-04-02T23:53:40Z,13,11
0,138250,8,2018-03-03T00:09:23Z,2018-04-03T00:09:23Z,25,27
0,137050,6,2018-03-03T00:22:38Z,2018-04-03T00:22:38Z,43,91
0,137338,0,2018-03-03T01:04:19Z,2018-04-03T01:04:19Z,6,13
1,128352,9,2018-03-03T01:07:18Z,2018-04-03T01:07:18Z,108,280
0,130919,10,2018-03-03T01:29:16Z,2018-04-03T01:29:16Z,3,5
0,139910,7,2018-03-03T01:29:59Z,2018-04-03T01:29:59Z,96,383
0,135228,3,2018-03-03T01:58:56Z,2018-04-03T01:58:56Z,79,236
1,129036,10,2018-03-03T02:14:23Z,2018-04-03T02:14:23Z,4,15
0,135282,4,2018-03-03T02:18:13Z,2018-04-03T02:18:13Z,129,242
0,138856,8,2018-03-03T03:58:55Z,2018-04-03T03:58:55Z,4,10
1,129651,2,2018-03-03T04:11:27Z,2018-04-03T04:11:27Z,131,351
1,129091,10,2018-03-03T05:00:33Z,2018-04-03T05:00:33Z,34,97
0,136688,1,2018-03-03T05:46:11Z,2018-04-03T05:46:11Z,23,47
1,126331,9,2018-03-03T05:46:21Z,2018-04-03T05:46:21Z,16,71
1,130078,5,2018-03-03T05:54:42Z,2018-04-03T05:54:42Z,140,447
1,128580,9,2018-03-03T06:19:52Z,2018-04-03T06:19:52Z,57,155
0,134596,5,2018-03-03T06:42:31Z,2018-04-03T06:42:31Z,8,28
1,126103,10,2018-03-03T06:46:42Z,2018-04-03T06:46:42Z,8,19
1,129310,2,2018-03-03T07:22:49Z,2018-04-03T07:22:49Z,19,66
0,138466,8,2018-03-03T08:24:45Z,2018-04-03T08:24:45Z,7,21
0,137669,3,2018-03-03T08:51:56Z,2018-04-03T08:51:56Z,37,60
0,135128,2,2018-03-03T09:22:40Z,2018-04-03T09:22:40Z,73,105
0,138371,7,2018-03-03T09:42:33Z,2018-04-03T09:42:33Z,64,116
0,132295,10,2018-03-03T09:48:24Z,2018-04-03T09:48:24Z,67,183
0,135750,6,2018-03-03T11:21:45Z,2018-04-03T11:21:45Z,136,591
0,133633,9,2018-03-03T12:37:08Z,2018-04-03T12:37:08Z,52,172
0,132264,9,2018-03-03T12:44:12Z,2018-04-03T12:44:12Z,8,23
1,130020,6,2018-03-03T13:06:27Z,2018-04-03T13:06:27Z,119,542
0,138997,8,2018-03-03T13:08:52Z,2018-04-03T13:08:52Z,18,61
1,130110,2,2018-03-03T14:49:55Z,2018-04-03T14:49:55Z,14,20
1,126992,9,2018-03-03T14:56:17Z,2018-04-03T14:56:17Z,115,322
0,138967,8,2018-03-03T16:22:57Z,2018-04-03T16:22:57Z,75,154
0,137645,2,2018-03-03T17:46:32Z,2018-04-03T17:46:32Z,18,62
0,136387,2,2018-03-03T17:49:53Z,2018-04-03T17:49:53Z,13,26
0,138962,7,2018-03-03T18:05:09Z,2018-04-03T18:05:09Z,12,37
0,139264,8,2018-03-03T18:17:26Z,2018-04-03T18:17:26Z,12,17
0,137817,1,2018-03-03T18:37:03Z,2018-04-03T18:37:03Z,135,570
0,132702,10,2018-03-03T18:56:42Z,2018-04-03T18:56:42Z,19,68
0,132881,9,2018-03-03T19:33:10Z,2018-04-03T19:33:10Z,137,518
0,135962,6,2018-03-03T20:03:31Z,2018-04-03T20:03:31Z,31,137
0,136575,6,2018-03-03T20:04:03Z,2018-04-03T20:04:03Z,3,11
1,126618,10,2018-03-03T21:11:50Z,2018-04-03T21:11:50Z,21,46
1,128935,10,2018-03-03T21:13:11Z,2018-04-03T21:13:11Z,7,24
0,132485,10,2018-03-03T21:16:28Z,2018-04-03T21:16:28Z,3,11
0,139935,8,2018-03-03T21:20:32Z,2018-04-03T21:20:32Z,6,16
0,134045,9,2018-03-03T21:56:10Z,2018-04-03T21:56:10Z,3,9
1,126704,10,2018-03-03T22:32:36Z,2018-04-03T22:32:36Z,54,302
0,130899,9,2018-03-03T22:48:00Z,2018-04-03T22:48:00Z,78,311
1,128795,9,2018-03-03T22:59:29Z,2018-04-03T22:59:29Z,103,334
0,138424,8,2018-03-03T23:14:54Z,2018-04-03T23:14:54Z,104,299
1,130277,5,2018-03-03T23:45:25Z,2018-04-03T23:45:25Z,11,49
1,129362,0,2018-03-03T23:48:33Z,2018-04-03T23:48:33Z,8,18
1,129234,0,2018-03-04T00:25:03Z,2018-04-04T00:25:03Z,10,35
0,134627,3,2018-03-04T00:42:29Z,2018-04-04T00:42:29Z,45,169
0,140686,7,2018-03-04T00:48:40Z,2018-04-04T00:48:40Z,6,21
0,134625,5,2018-03-04T01:33:16Z,2018-04-04T01:33:16Z,14,42
1,128154,10,2018-03-04T02:52:49Z,2018-04-04T02:52:49Z,10,36
0,139934,8,2018-03-04T03:13:56Z,2018-04-04T03:13:56Z,4,10
0,139345,8,2018-03-04T03:38:57Z,2018-04-04T03:38:57Z,39,69
1,126470,9,2018-03-04T04:35:23Z,2018-04-04T04:35:23Z,135,306
0,133667,10,2018-03-04T04:48:47Z,2018-04-04T04:48:47Z,28,87
0,140497,8,2018-03-04T04:56:24Z,2018-04-04T04:56:24Z,50,131
1,127108,9,2018-03-04T05:06:52Z,2018-04-04T05:06:52Z,60,249
0,134590,4,2018-03-04T05:17:52Z,2018-04-04T05:17:52Z,15,26
0,138106,7,2018-03-04T05:21:04Z,2018-04-04T05:21:04Z,22,8
1,126258,10,2018-03-04T06:38:11Z,2018-04-04T06:38:11Z,5,16
0,140366,7,2018-03-04T07:55:36Z,2018-04-04T07:55:36Z,32,116
1,127662,10,2018-03-04T07:58:52Z,2018-04-04T07:58:52Z,10,14
0,139606,8,2018-03-04T08:06:18Z,2018-04-04T08:06:18Z,3,7
1,126781,9,2018-03-04T08:09:42Z,2018-04-04T08:09:42Z,7,3
1,128427,10,2018-03-04T11:02:04Z,2018-04-04T11:02:04Z,98,272
1,129477,0,2018-03-04T12:03:11Z,2018-04-04T12:03:11Z,16,48
0,139520,8,2018-03-04T12:20:07Z,2018-04-04T12:20:07Z,11,36
0,136352,6,2018-03-04T12:25:32Z,2018-04-04T12:25:32Z,13,12
0,133885,9,2018-03-04T12:55:36Z,2018-04-04T12:55:36Z,9,26
1,126979,10,2018-03-04T13:23:53Z,2018-04-04T13:23:53Z,7,25
0,132334,9,2018-03-04T14:10:09Z,2018-04-04T14:10:09Z,8,18
1,128997,9,2018-03-04T15:00:49Z,2018-04-04T15:00:49Z,31,14
0,135977,0,2018-03-04T15:05:41Z,2018-04-04T15:05:41Z,85,264
0,136077,1,2018-03-04T15:28:50Z,2018-04-04T15:28:50Z,3,11
0,133063,10,2018-03-04T15:34:14Z,2018-04-04T15:34:14Z,102,312
1,129370,0,2018-03-04T16:08:19Z,2018-04-04T16:08:19Z,6,23
0,132579,9,2018-03-04T16:12:09Z,2018-04-04T16:12:09Z,3,5
0,136208,2,2018-03-04T16:22:01Z,2018-04-04T16:22:01Z,16,38
0,130541,10,2018-03-04T16:28:16Z,2018-04-04T16:28:16Z,82,204
0,132306,10,2018-03-04T17:13:59Z,2018-04-04T17:13:59Z,96,300
1,126397,10,2018-03-04T17:15:41Z,2018-04-04T17:15:41Z,5,14
1,126424,10,2018-03-04T17:26:35Z,2018-04-04T17:26:35Z,40,121
0,140076,8,2018-03-04T18:26:51Z,2018-04-04T18:26:51Z,16,22
1,130238,5,2018-03-04T18:37:12Z,2018-04-04T18:37:12Z,33,101
1,127330,10,2018-03-04T18:43:07Z,2018-04-04T18:43:07Z,4,19
0,135602,2,2018-03-04T19:13:52Z,2018-04-04T19:13:52Z,4,12
1,126859,10,2018-03-04T19:32:38Z,2018-04-04T19:32:38Z,4,10
0,137794,1,2018-03-04T19:34:58Z,2018-04-04T19:34:58Z,6,10
1,127991,10,2018-03-04T19:38:33Z,2018-04-04T19:38:33Z,3,10
0,137877,0,2018-03-04T19:54:44Z,2018-04-04T19:54:44Z,15,52
0,136833,0,2018-03-04T19:57:07Z,2018-04-04T19:57:07Z,18,94
0,130619,9,2018-03-04T20:32:49Z,2018-04-04T20:32:49Z,6,19
0,134386,6,2018-03-04T20:57:45Z,2018-04-04T20:57:45Z,43,126
1,126945,9,2018-03-04T21:39:34Z,2018-04-04T21:39:34Z,5,12
0,131571,10,2018-03-04T22:12:26Z,2018-04-04T22:12:26Z,15,53
0,136462,3,2018-03-04T22:24:51Z,2018-04-04T22:24:51Z,50,187
1,128423,10,2018-03-04T23:39:00Z,2018-04-04T23:39:00Z,30,46
1,128205,10,2018-03-05T00:13:48Z,2018-04-05T00:13:48Z,5,16
0,134937,5,2018-03-05T00:23:54Z,2018-04-05T00:23:54Z,9,46
0,134473,5,2018-03-05T00:36:41Z,2018-04-05T00:36:41Z,19,60
0,134675,4,2018-03-05T00:42:04Z,2018-04-05T00:42:04Z,7,29
0,134977,6,2018-03-05T02:18:32Z,2018-04-05T02:18:32Z,39,112
0,131423,10,2018-03-05T03:09:59Z,2018-04-05T03:09:59Z,31,103
1,128420,10,2018-03-05T03:13:50Z,2018-04-05T03:13:50Z,10,31
0,130994,10,2018-03-05T03:49:22Z,2018-04-05T03:49:22Z,18,40
1,129293,6,2018-03-05T05:05:28Z,2018-04-05T05:05:28Z,11,24
1,128395,10,2018-03-05T06:13:40Z,2018-04-05T06:13:40Z,41,78
1,128503,10,2018-03-05T06:21:58Z,2018-04-05T06:21:58Z,16,29
0,135363,3,2018-03-05T08:48:36Z,2018-04-05T08:48:36Z,46,106
1,126314,10,2018-03-05T09:46:30Z,2018-04-05T09:46:30Z,3,5
1,129241,0,2018-03-05T09:55:03Z,2018-04-05T09:55:03Z,57,164
0,134963,2,2018-03-05T10:34:10Z,2018-04-05T10:34:10Z,13,58
0,138627,8,2018-03-05T10:47:41Z,2018-04-05T10:47:41Z,30,76
0,140060,8,2018-03-05T11:43:44Z,2018-04-05T11:43:44Z,16,37
0,140141,7,2018-03-05T11:52:08Z,2018-04-05T11:52:08Z,29,77
1,126936,10,2018-03-05T12:37:15Z,2018-04-05T12:37:15Z,113,312
1,129517,0,2018-03-05T13:56:11Z,2018-04-05T13:56:11Z,10,20
1,126666,9,2018-03-05T15:32:01Z,2018-04-05T15:32:01Z,41,129
1,127524,9,2018-03-05T15:35:00Z,2018-04-05T15:35:00Z,40,94
0,131913,10,2018-03-05T15:36:15Z,2018-04-05T15:36:15Z,83,226
0,133976,10,2018-03-05T16:11:32Z,2018-04-05T16:11:32Z,8,25
0,130831,9,2018-03-05T16:20:52Z,2018-04-05T16:20:52Z,21,44
1,125984,9,2018-03-05T18:08:42Z,2018-04-05T18:08:42Z,43,141
0,137022,2,2018-03-05T18:47:19Z,2018-04-05T18:47:19Z,3,7
1,129777,4,2018-03-05T19:45:55Z,2018-04-05T19:45:55Z,4,17
0,132708,10,2018-03-05T19:52:51Z,2018-04-05T19:52:51Z,123,410
0,134316,6,2018-03-05T20:55:40Z,2018-04-05T20:55:40Z,16,41
0,140054,8,2018-03-05T21:10:26Z,2018-04-05T21:10:26Z,15,66
0,137689,0,2018-03-05T21:36:34Z,2018-04-05T21:36:34Z,18,27
0,137587,5,2018-03-05T21:45:06Z,2018-04-05T21:45:06Z,8,26
0,137064,0,2018-03-05T21:45:13Z,2018-04-05T21:45:13Z,36,150
1,129531,3,2018-03-05T22:06:20Z,2018-04-05T22:06:20Z,10,48
1,130142,6,2018-03-05T22:12:34Z,2018-04-05T22:12:34Z,101,409
0,130496,9,2018-03-05T22:29:36Z,2018-04-05T22:29:36Z,34,81
0,131802,10,2018-03-05T23:02:56Z,2018-04-05T23:02:56Z,29,57
1,126243,10,2018-03-05T23:37:15Z,2018-04-05T23:37:15Z,21,54
1,127506,10,2018-03-06T00:10:13Z,2018-04-06T00:10:13Z,25,97
0,138741,8,2018-03-06T00:36:30Z,2018-04-06T00:36:30Z,10,24
0,134237,1,2018-03-06T01:02:44Z,2018-04-06T01:02:44Z,82,337
0,137491,4,2018-03-06T02:22:33Z,2018-04-06T02:22:33Z,5,13
0,131998,10,2018-03-06T03:56:44Z,2018-04-06T03:56:44Z,4,13
1,129149,0,2018-03-06T04:35:13Z,2018-04-06T04:35:13Z,25,69
0,139997,8,2018-03-06T04:59:07Z,2018-04-06T04:59:07Z,37,127
0,137864,3,2018-03-06T05:22:10Z,2018-04-06T05:22:10Z,93,257
0,139968,7,2018-03-06T05:50:04Z,2018-04-06T05:50:04Z,107,209
1,128695,9,2018-03-06T05:59:12Z,2018-04-06T05:59:12Z,79,278
0,140436,7,2018-03-06T06:35:32Z,2018-04-06T06:35:32Z,11,31
1,127140,9,2018-03-06T08:00:09Z,2018-04-06T08:00:09Z,16,60
0,130508,9,2018-03-06T08:09:28Z,2018-04-06T08:09:28Z,142,486
0,133803,9,2018-03-06T08:15:09Z,2018-04-06T08:15:09Z,84,93
1,126001,10,2018-03-06T08:51:18Z,2018-04-06T08:51:18Z,28,100
1,128012,10,2018-03-06T09:53:57Z,2018-04-06T09:53:57Z,46,113
1,127729,10,2018-03-06T10:14:23Z,2018-04-06T10:14:23Z,6,15
0,134352,1,2018-03-06T10:29:36Z,2018-04-06T10:29:36Z,15,70
0,131224,10,2018-03-06T10:35:36Z,2018-04-06T10:35:36Z,3,10
1,127246,9,2018-03-06T10:42:53Z,2018-04-06T10:42:53Z,42,85
0,131465,10,2018-03-06T10:43:34Z,2018-04-06T10:43:34Z,22,63
0,135417,5,2018-03-06T10:51:26Z,2018-04-06T10:51:26Z,9,26
0,134354,6,2018-03-06T13:23:50Z,2018-04-06T13:23:50Z,19,67
0,136385,1,2018-03-06T13:50:59Z,2018-04-06T13:50:59Z,101,278
0,134751,4,2018-03-06T14:27:31Z,2018-04-06T14:27:31Z,11,29
0,138981,7,2018-03-06T14:32:53Z,2018-04-06T14:32:53Z,9,23
